username,content,like_count,retweet_count,location,year,tweets,location_cleaned,tokens,tokens_cleaned,polarity_score
proshare,".@mPharmaHealth Reaffirms Commitment to Affordable Healthcare Service in Africa

https://t.co/ZgC1eOZufA https://t.co/zxXaSHqUjo",2,2,Nigeria | Canada | India,2022," Reaffirms Commitment to Affordable Healthcare Service in Africa

 ",Nigeria | Canada | India,"['Reaffirms', 'Commitment', 'to', 'Affordable', 'Healthcare', 'Service', 'in', 'Africa']",Reaffirms Commitment Affordable Healthcare Service Africa,0.0
APO_source,"mPharma Reaffirms Commitment to Affordable Healthcare Service in Africa; Launches Impact Report @mPharmaHealth #Africa #Health #HealthCare #Medicine #Pharmaceuticals  #QualityRx
Read more: https://t.co/Zh3N8vypZP",0,0,#AFRICA #MENA,2022,"mPharma Reaffirms Commitment to Affordable Healthcare Service in Africa Launches Impact Report        
Read more ",#AFRICA #MENA,"['mPharma', 'Reaffirms', 'Commitment', 'to', 'Affordable', 'Healthcare', 'Service', 'in', 'Africa', 'Launches', 'Impact', 'Report', 'Read', 'more']",mPharma Reaffirms Commitment Affordable Healthcare Service Africa Launches Impact Report Read,0.0
trafficbutter,"""@mpharmamutti: Avoid the traffic and hassle that comes with purchasing medications! Head on over to https://t.co/4IcoPjNXVv and sign up. #mutti #mymutti #freedelivery #health #nostress #weekendplans #accessibility #convenience https://t.co/gZuZHez0on",1,0,Nigeria,2022, Avoid the traffic and hassle that comes with purchasing medications Head on over to  and sign up         ,Nigeria,"['Avoid', 'the', 'traffic', 'and', 'hassle', 'that', 'comes', 'with', 'purchasing', 'medications', 'Head', 'on', 'over', 'to', 'and', 'sign', 'up']",Avoid traffic hassle comes purchasing medications Head sign,0.0
SkollFoundation,"2019 #SkollAwardee @mPharmaHealth recently partnered with @TytoCare to improve access to physicians &amp; specialists in remote communities throughout Ghana, Kenya, Uganda, Zambia, &amp; Nigeria. Learn how they will provide patients with enhanced remote care: 

➡️ https://t.co/aBjNAtoFPn https://t.co/d11yJU9jm8",3,1,Palo Alto,2022,"2019   recently partnered with  to improve access to physicians amp specialists in remote communities throughout Ghana Kenya Uganda Zambia amp Nigeria Learn how they will provide patients with enhanced remote care 

  ",Palo Alto,"['2019', 'recently', 'partnered', 'with', 'to', 'improve', 'access', 'to', 'physicians', 'amp', 'specialists', 'in', 'remote', 'communities', 'throughout', 'Ghana', 'Kenya', 'Uganda', 'Zambia', 'amp', 'Nigeria', 'Learn', 'how', 'they', 'will', 'provide', 'patients', 'with', 'enhanced', 'remote', 'care']",2019 recently partnered improve access physicians amp specialists remote communities throughout Ghana Kenya Uganda Zambia amp Nigeria Learn provide patients enhanced remote care,-0.06666666666666667
ImpactAlpha,"#Dealflow:

Companies addressing Africa’s pharmaceutical challenges include @LifeBankCares and @zipline, @mPharmaHealth and @fieldintel; verification startups @DrugStocNg, @RxAll_Inc &amp; research companies @Chekkitapp @weare54gene and @YemaachiBio.

https://t.co/0Poe0axTnK",0,0,San Francisco,2022,"

Companies addressing Africas pharmaceutical challenges include  and   and  verification startups   amp research companies   and 

",San Francisco,"['Companies', 'addressing', 'Africas', 'pharmaceutical', 'challenges', 'include', 'and', 'and', 'verification', 'startups', 'amp', 'research', 'companies', 'and']",Companies addressing Africas pharmaceutical challenges include verification startups amp research companies,0.0
TheBlkFrontline,"Building the global Black Frontline is @Rockson2, CEO and co-founder, @mPharmaHealth and a 2019 @SkollFoundation Awardee for Social Entrepreneurship! https://t.co/Me33GDprjp",0,0,US UK GHANA,2022,Building the global Black Frontline is  CEO and cofounder  and a 2019  Awardee for Social Entrepreneurship ,US UK GHANA,"['Building', 'the', 'global', 'Black', 'Frontline', 'is', 'CEO', 'and', 'cofounder', 'and', 'a', '2019', 'Awardee', 'for', 'Social', 'Entrepreneurship']",Building global Black Frontline CEO cofounder 2019 Awardee Social Entrepreneurship,-0.044444444444444446
_kobbyna,Trying to get my Mutti card @mPharmaHealth @Rockson2 but the web page doesn’t load beyond “verifying number”. Any problem?,0,0,"Cape Coast,Ghana",2022,Trying to get my Mutti card   but the web page doesnt load beyond verifying number Any problem,"Cape Coast,Ghana","['Trying', 'to', 'get', 'my', 'Mutti', 'card', 'but', 'the', 'web', 'page', 'doesnt', 'load', 'beyond', 'verifying', 'number', 'Any', 'problem']",Trying get Mutti card web page doesnt load beyond verifying number problem,0.0
OurCrowd,"African #HealthTech company @mPharmaHealth partners with our portfolio company @TytoCare to introduce comprehensive telehealth to pharmacies. 👏

https://t.co/jBoB0VfrL7",4,0,"Jerusalem, Israel",2022,"African  company  partners with our portfolio company  to introduce comprehensive telehealth to pharmacies 

","Jerusalem, Israel","['African', 'company', 'partners', 'with', 'our', 'portfolio', 'company', 'to', 'introduce', 'comprehensive', 'telehealth', 'to', 'pharmacies']",African company partners portfolio company introduce comprehensive telehealth pharmacies,0.0
CEOBizAfrica,mPharma and TytoCare expand partnership to introduce telehealth to pharmacies https://t.co/LDGCis8JVC #News #Africa #DealStreetAfrica #Business #Merger #Acquisitions @mPharmaHealth  @TytoCare,0,0,Ruaraka,2022,mPharma and TytoCare expand partnership to introduce telehealth to pharmacies          ,Ruaraka,"['mPharma', 'and', 'TytoCare', 'expand', 'partnership', 'to', 'introduce', 'telehealth', 'to', 'pharmacies']",mPharma TytoCare expand partnership introduce telehealth pharmacies,0.0
Medigy1,"A @hitconsultant brief: @TytoCare partners with @mPharmaHealth to build Africa’s largest #healthmanagement organization with a focus on making #medications affordable and accessible to every African.
https://t.co/mA2nzuF3Jp
#telehealth #pharma #Africa https://t.co/KaDcyZrHBn",0,0,"""""",2022,"A  brief  partners with  to build Africas largest  organization with a focus on making  affordable and accessible to every African

   ","""""","['A', 'brief', 'partners', 'with', 'to', 'build', 'Africas', 'largest', 'organization', 'with', 'a', 'focus', 'on', 'making', 'affordable', 'and', 'accessible', 'to', 'every', 'African']",brief partners build Africas largest organization focus making affordable accessible every African,0.125
Medigy1,"A @hitconsultant brief: @TytoCare partners with @mPharmaHealth to build Africa’s largest #healthmanagement organization with a focus on making #medications affordable and accessible to every African.
https://t.co/mA2nzuF3Jp
#telehealth #pharma #Africa https://t.co/SywUeJrBK0",0,0,"""""",2022,"A  brief  partners with  to build Africas largest  organization with a focus on making  affordable and accessible to every African

   ","""""","['A', 'brief', 'partners', 'with', 'to', 'build', 'Africas', 'largest', 'organization', 'with', 'a', 'focus', 'on', 'making', 'affordable', 'and', 'accessible', 'to', 'every', 'African']",brief partners build Africas largest organization focus making affordable accessible every African,0.125
KaufmanR,Wow. Good on @mPharmaHealth. Looking forward to it.,0,0,Nairobi,2022,Wow Good on  Looking forward to it,Nairobi,"['Wow', 'Good', 'on', 'Looking', 'forward', 'to', 'it']",Wow Good Looking forward,0.39999999999999997
yinksmedia,"Ghana-based Healthtech @mPharmaHealth Partners with @TytoCare to Introduce Comprehensive Telehealth to Pharmacies

https://t.co/K1E5fc35oV",1,1,"Lagos, Nigeria",2022,"Ghanabased Healthtech  Partners with  to Introduce Comprehensive Telehealth to Pharmacies

","Lagos, Nigeria","['Ghanabased', 'Healthtech', 'Partners', 'with', 'to', 'Introduce', 'Comprehensive', 'Telehealth', 'to', 'Pharmacies']",Ghanabased Healthtech Partners Introduce Comprehensive Telehealth Pharmacies,0.0
techawkng,"mPharma, TytoCare Partner to Introduce Telehealth to Pharmacies Across Africa
@mPharmaHealth 
@TytoCare 
https://t.co/FfP7Fc4dAq",1,0,"Lagos, Nigeria",2022,"mPharma TytoCare Partner to Introduce Telehealth to Pharmacies Across Africa
 
 
","Lagos, Nigeria","['mPharma', 'TytoCare', 'Partner', 'to', 'Introduce', 'Telehealth', 'to', 'Pharmacies', 'Across', 'Africa']",mPharma TytoCare Partner Introduce Telehealth Pharmacies Across Africa,0.0
MedTechNow_,"#healthcare #alliances

~#CuratedMentalHealth, @BKLYNMinds to scale #BreakthroughTreatments for #MentalIllness

~@mPharmaHealth, @TytoCare to introduce comprehensive #telehealth to #pharmacies

 ~@EngoodenHealth, @HaPevolve team up to provide #ChronicDisease management at scale https://t.co/K77f0Jvxhb",0,0,"""""",2022," 

  to scale  for 

  to introduce comprehensive  to 

   team up to provide  management at scale ","""""","['to', 'scale', 'for', 'to', 'introduce', 'comprehensive', 'to', 'team', 'up', 'to', 'provide', 'management', 'at', 'scale']",scale introduce comprehensive team provide management scale,0.0
Sheba_Test_,You can also purchase your Sheba HPV test from @mpharmamutti and check cervical cancer screening off your to-do list ✅,0,1,"""""",2022,You can also purchase your Sheba HPV test from  and check cervical cancer screening off your todo list ,"""""","['You', 'can', 'also', 'purchase', 'your', 'Sheba', 'HPV', 'test', 'from', 'and', 'check', 'cervical', 'cancer', 'screening', 'off', 'your', 'todo', 'list']",also purchase Sheba HPV test check cervical cancer screening todo list,0.0
AThiamCox,"Honestly I’m surprised @mPharmaHealth and @Rockson2 don’t get more « hype ». 

Is there an entrepreneur in West (and now Central!) Africa solving more important problems through business? 

Pharma + Physical Outlets + Data Management 

Development sector has been trying for ever!",10,5,"Dakar, Senegal [ex: FR/US/HT/Mada]",2022,"Honestly Im surprised  and  dont get more  hype  

Is there an entrepreneur in West and now Central Africa solving more important problems through business 

Pharma  Physical Outlets  Data Management 

Development sector has been trying for ever","Dakar, Senegal [ex: FR/US/HT/Mada]","['Honestly', 'Im', 'surprised', 'and', 'dont', 'get', 'more', 'hype', 'Is', 'there', 'an', 'entrepreneur', 'in', 'West', 'and', 'now', 'Central', 'Africa', 'solving', 'more', 'important', 'problems', 'through', 'business', 'Pharma', 'Physical', 'Outlets', 'Data', 'Management', 'Development', 'sector', 'has', 'been', 'trying', 'for', 'ever']",Honestly Im surprised dont get hype entrepreneur West Central Africa solving important problems business Pharma Physical Outlets Data Management Development sector trying ever,0.125
KaufmanR,Congratulations @Rockson2 and the entire team at @mPharmaHealth. You've earned it!! You show what's possible for growing businesses in Africa. Well done!,2,0,Nairobi,2022,Congratulations  and the entire team at  Youve earned it You show whats possible for growing businesses in Africa Well done,Nairobi,"['Congratulations', 'and', 'the', 'entire', 'team', 'at', 'Youve', 'earned', 'it', 'You', 'show', 'whats', 'possible', 'for', 'growing', 'businesses', 'in', 'Africa', 'Well', 'done']",Congratulations entire team Youve earned show whats possible growing businesses Africa Well done,0.0
Sheba_Test_,"The Sheba HPV Test can be purchased (and dropped off) at
Jubail Specialist Hospital @JubailGH
Peace  &amp; Love Hospitals @bcighana
RAAJ Diagnostic Center @raaj_scan
Mutti Delivery Pharmacy @mpharmamutti 
ACP Clinic acp https://t.co/7HfhWoZ2ne https://t.co/9ilGWVFuLO",8,8,"""""",2022,"The Sheba HPV Test can be purchased and dropped off at
Jubail Specialist Hospital 
Peace  amp Love Hospitals 
RAAJ Diagnostic Center 
Mutti Delivery Pharmacy  
ACP Clinic acp  ","""""","['The', 'Sheba', 'HPV', 'Test', 'can', 'be', 'purchased', 'and', 'dropped', 'off', 'at', 'Jubail', 'Specialist', 'Hospital', 'Peace', 'amp', 'Love', 'Hospitals', 'RAAJ', 'Diagnostic', 'Center', 'Mutti', 'Delivery', 'Pharmacy', 'ACP', 'Clinic', 'acp']",Sheba HPV Test purchased dropped Jubail Specialist Hospital Peace amp Love Hospitals RAAJ Diagnostic Center Mutti Delivery Pharmacy ACP Clinic acp,0.2
selasieanani,"My read for March was, Delivering Happiness a book by Tony Hsieh. This book has been a recommended read from the @mPharmaHealth book club for a couple of months now. It’s reassuring to witness how having the right culture in Zappos ultimately lead to its success. https://t.co/zIYpxZ4TUp",1,1,Ghana,2022,My read for March was Delivering Happiness a book by Tony Hsieh This book has been a recommended read from the  book club for a couple of months now Its reassuring to witness how having the right culture in Zappos ultimately lead to its success ,Ghana,"['My', 'read', 'for', 'March', 'was', 'Delivering', 'Happiness', 'a', 'book', 'by', 'Tony', 'Hsieh', 'This', 'book', 'has', 'been', 'a', 'recommended', 'read', 'from', 'the', 'book', 'club', 'for', 'a', 'couple', 'of', 'months', 'now', 'Its', 'reassuring', 'to', 'witness', 'how', 'having', 'the', 'right', 'culture', 'in', 'Zappos', 'ultimately', 'lead', 'to', 'its', 'success']",read March Delivering Happiness book Tony Hsieh book recommended read book club couple months reassuring witness right culture Zappos ultimately lead success,0.3214285714285714
wolfejosh,"Love this. 

Lux family co @mPharmaHealth 🌍
led by awesome @Rockson2...",8,1,"""""",2022,"Love this 

Lux family co  
led by awesome ","""""","['Love', 'this', 'Lux', 'family', 'co', 'led', 'by', 'awesome']",Love Lux family co led awesome,0.75
BrightGuide1,"Meet the 5 young CEOs that were nominated for the @BusinessInsider Africa Awards 👏

@Rockson2 - @mpharmahealth
@HSerunjogi - @chippercashapp
Shola Akinlade - @paystack
@OdunEweniyi - @PiggybankNG
Olugbenga Agboola - @theflutterwave

#Africa #Business 

https://t.co/NpYi4kOMzG",3,1,United Kingdom,2022,"Meet the 5 young CEOs that were nominated for the  Africa Awards 

  
  
Shola Akinlade  
  
Olugbenga Agboola  

  

",United Kingdom,"['Meet', 'the', '5', 'young', 'CEOs', 'that', 'were', 'nominated', 'for', 'the', 'Africa', 'Awards', 'Shola', 'Akinlade', 'Olugbenga', 'Agboola']",Meet 5 young CEOs nominated Africa Awards Shola Akinlade Olugbenga Agboola,0.1
deenashakir,"Two @Lux_Capital founders here! 
🚀🚀🩺🥼💸💳

Go, go @Rockson2 of @mPharmaHealth and @TechProd_Arch of @theflutterwave!",16,2,Bay Area,2022,"Two  founders here 


Go go  of  and  of ",Bay Area,"['Two', 'founders', 'here', 'Go', 'go', 'of', 'and', 'of']",Two founders Go go,0.0
Health8Africa,"""It's not a solution if it's not affordable..@mPharmaHealth  making a difference!🙏",0,0,"""""",2022,Its not a solution if its not affordable  making a difference,"""""","['Its', 'not', 'a', 'solution', 'if', 'its', 'not', 'affordable', 'making', 'a', 'difference']",solution affordable making difference,0.0
MAGNITT,"🚨 Top 3 funded startups across Africa YTD:

January: @CopiaKenya, @mPharmaHealth, @poa_internet
February: @theflutterwave, @Reliancehmo, @stitchmoneyhq

🎯 keep up with the ecosystem highlights across Africa in 2022 and its star players, subscribe to the Africa Monthly&gt;&gt;",3,1,"Dubai, United Arab Emirates",2022," Top 3 funded startups across Africa YTD

January   
February   

 keep up with the ecosystem highlights across Africa in 2022 and its star players subscribe to the Africa Monthlygtgt","Dubai, United Arab Emirates","['Top', '3', 'funded', 'startups', 'across', 'Africa', 'YTD', 'January', 'February', 'keep', 'up', 'with', 'the', 'ecosystem', 'highlights', 'across', 'Africa', 'in', '2022', 'and', 'its', 'star', 'players', 'subscribe', 'to', 'the', 'Africa', 'Monthlygtgt']",Top 3 funded startups across Africa YTD January February keep ecosystem highlights across Africa 2022 star players subscribe Africa Monthlygtgt,0.5
franknnabugo,"Startups that do the hard, difficult job in solving real life problems don't rely on code and websites only, which is what your VCs look at mostly. A lot of work happen manually in the background to solve this real problems. Check @mPharmaHealth 
@IsourceAfrica, @fleetNigeria",2,2,Nigeria,2022,"Startups that do the hard difficult job in solving real life problems dont rely on code and websites only which is what your VCs look at mostly A lot of work happen manually in the background to solve this real problems Check  
 ",Nigeria,"['Startups', 'that', 'do', 'the', 'hard', 'difficult', 'job', 'in', 'solving', 'real', 'life', 'problems', 'dont', 'rely', 'on', 'code', 'and', 'websites', 'only', 'which', 'is', 'what', 'your', 'VCs', 'look', 'at', 'mostly', 'A', 'lot', 'of', 'work', 'happen', 'manually', 'in', 'the', 'background', 'to', 'solve', 'this', 'real', 'problems', 'Check']",Startups hard difficult job solving real life problems dont rely code websites VCs look mostly lot work happen manually background solve real problems Check,0.021666666666666647
JanaGolnar,"“I think no greater work can be done than fixing our broken #healthcare system,” says @mPharmaHealth CEO @Rockson2. #Ghana #Accra #health #globalhealth",4,1,"""""",2022,I think no greater work can be done than fixing our broken  system says  CEO     ,"""""","['I', 'think', 'no', 'greater', 'work', 'can', 'be', 'done', 'than', 'fixing', 'our', 'broken', 'system', 'says', 'CEO']",think greater work done fixing broken system says CEO,0.04999999999999999
Bernard_Lomo,"What @Rockson2 and @mPharmaHealth are doing for healthcare in Africa even as a business is outstanding. God Bless you, Bro!❤️",1,0,Ghana,2022,What  and  are doing for healthcare in Africa even as a business is outstanding God Bless you Bro,Ghana,"['What', 'and', 'are', 'doing', 'for', 'healthcare', 'in', 'Africa', 'even', 'as', 'a', 'business', 'is', 'outstanding', 'God', 'Bless', 'you', 'Bro']",healthcare Africa even business outstanding God Bless Bro,0.5
Bernard_Lomo,Good job @Rockson2 @mPharmaHealth,0,0,Ghana,2022,Good job  ,Ghana,"['Good', 'job']",Good job,0.7
MEtiebetMD,So excited to see this partnership between @MSDInvents &amp; @mPharmaHealth to ⬆️ access to life-saving #cancerprevention innovations &amp; help #closethecaregap for women in Africa. 🙏🏽 to the teams across both organizations working to advance #healthequity. @MerckIMInspired #IWD2022,1,0,"New York, NY",2022,So excited to see this partnership between  amp  to  access to lifesaving  innovations amp help  for women in Africa  to the teams across both organizations working to advance   ,"New York, NY","['So', 'excited', 'to', 'see', 'this', 'partnership', 'between', 'amp', 'to', 'access', 'to', 'lifesaving', 'innovations', 'amp', 'help', 'for', 'women', 'in', 'Africa', 'to', 'the', 'teams', 'across', 'both', 'organizations', 'working', 'to', 'advance']",excited see partnership amp access lifesaving innovations amp help women Africa teams across organizations working advance,0.375
ms_pelz,"I admire @mPharmaHealth soo much, especially how they are maximising pharmacies in providing healthcare",1,0,"""""",2022,I admire  soo much especially how they are maximising pharmacies in providing healthcare,"""""","['I', 'admire', 'soo', 'much', 'especially', 'how', 'they', 'are', 'maximising', 'pharmacies', 'in', 'providing', 'healthcare']",admire soo much especially maximising pharmacies providing healthcare,0.0
wolfejosh,Amazing. Lux family co @mPharmaHealth founder CEO @Rockson2,17,2,"""""",2022,Amazing Lux family co  founder CEO ,"""""","['Amazing', 'Lux', 'family', 'co', 'founder', 'CEO']",Amazing Lux family co founder CEO,0.6000000000000001
SanguDelle,I had an amazing time speaking with students at @harvardhbs on the @mpharmahealth @mpharmamutti case with my brother @grockson12! @hbsalumni @harvardalumni @ Harvard Business School https://t.co/GEGKgVHoBy,8,4,"""""",2022,I had an amazing time speaking with students at  on the   case with my brother     Harvard Business School ,"""""","['I', 'had', 'an', 'amazing', 'time', 'speaking', 'with', 'students', 'at', 'on', 'the', 'case', 'with', 'my', 'brother', 'Harvard', 'Business', 'School']",amazing time speaking students case brother Harvard Business School,0.6000000000000001
mamiyaa,"So proud of the work we do at @mpharmamutti 
You’re all welcome for the CPD https://t.co/yMDvwjZjDp",8,0,"""""",2022,"So proud of the work we do at  
Youre all welcome for the CPD ","""""","['So', 'proud', 'of', 'the', 'work', 'we', 'do', 'at', 'Youre', 'all', 'welcome', 'for', 'the', 'CPD']",proud work Youre welcome CPD,0.8
AmaTuffet,a @trighana x @mPharmaHealth collab in the future? 🤔,0,1,where the water is. ,2022,a  x  collab in the future ,where the water is. ,"['a', 'x', 'collab', 'in', 'the', 'future']",x collab future,0.0
jeffwellz,"Need some equipment for the night 👀👀
Check out https://t.co/QPT4aQPhWX and order what you need. No stress, fast and discreet delivery. @mpharmamutti really dey for you. https://t.co/ur9MiEKost",23,28,"""""",2022,"Need some equipment for the night 
Check out  and order what you need No stress fast and discreet delivery  really dey for you ","""""","['Need', 'some', 'equipment', 'for', 'the', 'night', 'Check', 'out', 'and', 'order', 'what', 'you', 'need', 'No', 'stress', 'fast', 'and', 'discreet', 'delivery', 'really', 'dey', 'for', 'you']",Need equipment night Check order need stress fast discreet delivery really dey,0.2
jeffwellz,Visit https://t.co/QPT4aQPhWX today and enjoy the ease with which you can order health products. Right in the comfort of your home and as discreetly as possible. @mpharmamutti has you covered. https://t.co/McqqZTwRkM,11,24,"""""",2022,Visit  today and enjoy the ease with which you can order health products Right in the comfort of your home and as discreetly as possible  has you covered ,"""""","['Visit', 'today', 'and', 'enjoy', 'the', 'ease', 'with', 'which', 'you', 'can', 'order', 'health', 'products', 'Right', 'in', 'the', 'comfort', 'of', 'your', 'home', 'and', 'as', 'discreetly', 'as', 'possible', 'has', 'you', 'covered']",Visit today enjoy ease order health products Right comfort home discreetly possible covered,0.22857142857142856
zubaidah_x,"If you decided to sin and have sex last night I hope you were careful after least. Babies are expensive and STDs cause a lot more than surface damage.

If you can’t go to the pharmacy yourself, @mpharmamutti has you covered. They’ll deliver your condoms (and others) stress free. https://t.co/ypbNFpWHC6",24,18,🇬🇭🇩🇪,2022,"If you decided to sin and have sex last night I hope you were careful after least Babies are expensive and STDs cause a lot more than surface damage

If you cant go to the pharmacy yourself  has you covered Theyll deliver your condoms and others stress free ",,"['If', 'you', 'decided', 'to', 'sin', 'and', 'have', 'sex', 'last', 'night', 'I', 'hope', 'you', 'were', 'careful', 'after', 'least', 'Babies', 'are', 'expensive', 'and', 'STDs', 'cause', 'a', 'lot', 'more', 'than', 'surface', 'damage', 'If', 'you', 'cant', 'go', 'to', 'the', 'pharmacy', 'yourself', 'has', 'you', 'covered', 'Theyll', 'deliver', 'your', 'condoms', 'and', 'others', 'stress', 'free']",decided sin sex last night hope careful least Babies expensive STDs cause lot surface damage cant go pharmacy covered Theyll deliver condoms others stress free,-0.1
zubaidah_x,"Finding different flavors of everything &gt;&gt;&gt;&gt;

Got this from @mpharmamutti (part of @mPharmaHealth)

They allow you to pay in installments, give loyalty points which can be redeemed later and deliver everywhere!

#mymutti #mutticares https://t.co/Mlh6Uwh2sN",11,4,🇬🇭🇩🇪,2022,"Finding different flavors of everything gtgtgtgt

Got this from  part of 

They allow you to pay in installments give loyalty points which can be redeemed later and deliver everywhere

  ",,"['Finding', 'different', 'flavors', 'of', 'everything', 'gtgtgtgt', 'Got', 'this', 'from', 'part', 'of', 'They', 'allow', 'you', 'to', 'pay', 'in', 'installments', 'give', 'loyalty', 'points', 'which', 'can', 'be', 'redeemed', 'later', 'and', 'deliver', 'everywhere']",Finding different flavors everything gtgtgtgt Got part allow pay installments give loyalty points redeemed later deliver everywhere,0.0
jeffwellz,It’s 6:42pm. Don’t worry about going to a pharmacy to get the condoms. Let @mpharmamutti deliver directly to you. Discreetly with no problem. Check their website https://t.co/QPT4aQPhWX and order now. Time dey go.,18,17,"""""",2022,Its 642pm Dont worry about going to a pharmacy to get the condoms Let  deliver directly to you Discreetly with no problem Check their website  and order now Time dey go,"""""","['Its', '642pm', 'Dont', 'worry', 'about', 'going', 'to', 'a', 'pharmacy', 'to', 'get', 'the', 'condoms', 'Let', 'deliver', 'directly', 'to', 'you', 'Discreetly', 'with', 'no', 'problem', 'Check', 'their', 'website', 'and', 'order', 'now', 'Time', 'dey', 'go']",642pm Dont worry going pharmacy get condoms Let deliver directly Discreetly problem Check website order Time dey go,0.1
jeffwellz,"Keep sending your stories 🤣
Also, just so you can prevent all of this, @mpharmamutti has a great way you can get all your sexual health products delivered to you discreetly without any trouble. Visit the website https://t.co/QPT4aQPhWX and enjoy fast and discreet delivery.",19,23,"""""",2022,"Keep sending your stories 
Also just so you can prevent all of this  has a great way you can get all your sexual health products delivered to you discreetly without any trouble Visit the website  and enjoy fast and discreet delivery","""""","['Keep', 'sending', 'your', 'stories', 'Also', 'just', 'so', 'you', 'can', 'prevent', 'all', 'of', 'this', 'has', 'a', 'great', 'way', 'you', 'can', 'get', 'all', 'your', 'sexual', 'health', 'products', 'delivered', 'to', 'you', 'discreetly', 'without', 'any', 'trouble', 'Visit', 'the', 'website', 'and', 'enjoy', 'fast', 'and', 'discreet', 'delivery']",Keep sending stories Also prevent great way get sexual health products delivered discreetly without trouble Visit website enjoy fast discreet delivery,0.33999999999999997
jeffwellz,"Talking about online pharmacies, you guys should try @mpharmamutti delivery. You can check https://t.co/QPT4aQPhWX and get anything you want delivered to you discretely. Not just condoms, they have lube, pills etc. broad range of sexual health products.",22,36,"""""",2022,Talking about online pharmacies you guys should try  delivery You can check  and get anything you want delivered to you discretely Not just condoms they have lube pills etc broad range of sexual health products,"""""","['Talking', 'about', 'online', 'pharmacies', 'you', 'guys', 'should', 'try', 'delivery', 'You', 'can', 'check', 'and', 'get', 'anything', 'you', 'want', 'delivered', 'to', 'you', 'discretely', 'Not', 'just', 'condoms', 'they', 'have', 'lube', 'pills', 'etc', 'broad', 'range', 'of', 'sexual', 'health', 'products']",Talking online pharmacies guys try delivery check get anything want delivered discretely condoms lube pills etc broad range sexual health products,0.28125
AfricaHealthBiz,"AHB Executive Chairman @docthakker and Managing Director @MarloesKibacha met with Co-Founder and CEO of @mPharmahealth @Rockson2 to discuss health systems strengthening across #Africa, with a focus on #supplychainsolutions. https://t.co/YfsRSb833j",15,3,"Nairobi, Kenya",2022,AHB Executive Chairman  and Managing Director  met with CoFounder and CEO of   to discuss health systems strengthening across  with a focus on  ,"Nairobi, Kenya","['AHB', 'Executive', 'Chairman', 'and', 'Managing', 'Director', 'met', 'with', 'CoFounder', 'and', 'CEO', 'of', 'to', 'discuss', 'health', 'systems', 'strengthening', 'across', 'with', 'a', 'focus', 'on']",AHB Executive Chairman Managing Director met CoFounder CEO discuss health systems strengthening across focus,0.0
PrinceNewmann,I am hopeful @Rockson2 will challenge this existential problem with @mPharmaHealth…there’s something he seems to be doing right so far…,0,0,"Africa, and beyond! ",2022,I am hopeful  will challenge this existential problem with ...theres something he seems to be doing right so far...,"Africa, and beyond! ","['I', 'am', 'hopeful', 'will', 'challenge', 'this', 'existential', 'problem', 'with', '...', 'theres', 'something', 'he', 'seems', 'to', 'be', 'doing', 'right', 'so', 'far', '...']",hopeful challenge existential problem ... theres something seems right far ...,0.19285714285714284
SkollFoundation,"#SkollAwardee @mPharmaHealth continues to innovate healthcare delivery. Their free app, Mutti Doctor, launched last October has provided nearly 4,000 low-income people living in remote areas of Ghana, Nigeria, and Kenya access to healthcare. 

Learn more: https://t.co/hK1L8Mh9R5 https://t.co/GHYAAzIVgG",3,4,Palo Alto,2022,"  continues to innovate healthcare delivery Their free app Mutti Doctor launched last October has provided nearly 4000 lowincome people living in remote areas of Ghana Nigeria and Kenya access to healthcare 

Learn more  ",Palo Alto,"['continues', 'to', 'innovate', 'healthcare', 'delivery', 'Their', 'free', 'app', 'Mutti', 'Doctor', 'launched', 'last', 'October', 'has', 'provided', 'nearly', '4000', 'lowincome', 'people', 'living', 'in', 'remote', 'areas', 'of', 'Ghana', 'Nigeria', 'and', 'Kenya', 'access', 'to', 'healthcare', 'Learn', 'more']",continues innovate healthcare delivery free app Mutti Doctor launched last October provided nearly 4000 lowincome people living remote areas Ghana Nigeria Kenya access healthcare Learn,0.1
DrSelOcansey,Woooooooow. We are sleeping on @mPharmaHealth. @Rockson2 boss i salute you on your hardwork. You need to be celebrated. That's the dream. Hardwork pays!!!! Hope to have a 1-on-1 discussion with you soon. Cheers sir,1,0,"Accra, Ghana",2022,Woooooooow We are sleeping on   boss i salute you on your hardwork You need to be celebrated Thats the dream Hardwork pays Hope to have a 1on1 discussion with you soon Cheers sir,"Accra, Ghana","['Woooooooow', 'We', 'are', 'sleeping', 'on', 'boss', 'i', 'salute', 'you', 'on', 'your', 'hardwork', 'You', 'need', 'to', 'be', 'celebrated', 'Thats', 'the', 'dream', 'Hardwork', 'pays', 'Hope', 'to', 'have', 'a', '1on1', 'discussion', 'with', 'you', 'soon', 'Cheers', 'sir']",Woooooooow sleeping boss salute hardwork need celebrated Thats dream Hardwork pays Hope 1on1 discussion soon Cheers sir,0.35
